Cities,Abbr
"Bankstown, New South Wales, Australia",BWU
"Banmethuot, Vietnam",BWV
"Banning, CA [Banning Municipal Airport], USA",BNG
"Bannu, Pakistan",BNP
"Bantry, Ireland",BYT
"Banz, Papua New Guinea",BNZ
"Baoshan, China",BSD
"Baotou, China",BAV
"Bapi, Papua New Guinea",BPD
"Bar Harbor, ME [Hancock County-Bar Harbor Airport], USA",BHB
"Baracoa, Cuba",BCA
"Barahona, Dominican Republic",BRX
"Barakoma, Solomon Islands",VEV
"Baramita, Guyana",BMJ
"Baranof, AK [Warm Spring Bay Seaplane Base], USA",BNF
"Barat, Yemen",TTV
Barbados (Bridgetown) Barbados,BGI
"Barbuda (Codrington), Barbuda Is., Antigua and Barbuda",BBQ
"Barcaldine, Queensland, Australia",BCI
"Barcelona [Aeropuerto Transoceanico de Barcelona], Spain",BCN
"Barcelona [Jose A. Anzoategui], Venezuela",BLA
"Barcelonnette, France",BAE
"Barcelos, AM, Brazil",BAZ
"Bardera, Somalia",BSY
"Bardstown, KY [Samuels Field], USA",BRY
"Bardufoss, Norway",BDU
"Bari [Palese Macchie], Italy",BRI
"Barinas, Venezuela",BNS
"Bario, Sarawak, Malaysia",BBN
"Barisal, Bangladesh",BZL
"Barkly Downs, Queensland, Australia",BKP
"Barnaul, Altay, Russia",BAX
"Barnwell, SC [Barnwell County Airport], USA",BNL
"Baroda (Vadodara), India",BDQ
"Barora, Solomon Islands",RRI
"Barquisimeto, Venezuela",BRM
"Barra Colorado, Costa Rica",BCL
"Barra do Corda, MA, Brazil",BDC
"Barra do Garcas, MG, Brazil",BPG
"Barra do Pirai, RJ, Brazil",QBD
"Barra Mansa, RJ, Brazil",QBN
"Barra, BA, Brazil",BQQ
"Barra, Scotland, United Kingdom",BRR
"Barranca de Upi, Colombia",BAC
"Barrancabermeja, Colombia",EJA
"Barrancominas, Colombia",NBB
"Barranquilla [Ernesto Cortissoz], Colombia",BAQ
"Barre/Montpelier, VT [Edward F. Knapp State Airport], USA",MPV
"Barreiras, BA, Brazil",BRA
"Barreirinhas, MA, Brazil",BRB
"Barretos, SP, Brazil",BAT
"Barrow-in-Furness, United Kingdom",BWF
"Barrow Island, Western Australia, Australia",BWB
"Barrow, AK [Wiley Post-Will Rogers Airport], USA",BRW
"Barter Island, AK [Barter Island LRRS], USA",BTI
"Barth, Germany",BBH
"Bartica, Guyana",GFO
"Bartlesville, OK [Bartlesville Municipal Airport], USA",BVO
"Bartow, FL [Bartow Municipal Airport], USA",BOW
"Basankusu, Zaire",BSU
"Basco, Philippines",BSO
"Basel [Basel/Mulhouse EuroAirport], Switzerland",BSL
"Basel/Mulhouse [EuroAirport], Switzerland/France",EAP
"Basongo, Zaire",BAN
"Basra [International], Iraq",BSR
"Basse-Terre, Guadeloupe",BBR
"Bassein, Myanmar",BSX
"Basseterre, St. Kitts [Golden Rock], St. Kitts and Nevis",SKB
"Bassett, NE [Rock County Airport], USA",RBE
"Bastia, Corsica [Poretta], France",BIA
"Bata, Equatorial Guinea",BSG
"Batam, Batu Besar, Indonesia",BTH
"Batangafo, Central African Republic",BTG
"Batavia Downs, Queensland, Australia",BVW
"Batemans Bay, New South Wales, Australia",QBW
"Batesville, AR [Batesville Regional Airport], USA",BVX
"Batesville, IN [Hillenbrand Industries Airport], USA",HLB
"Bathurst Island, Northern Territory, Australia",BRT
"Bathurst, NB [Bathurst Airport], Canada",ZBF
"Bathurst, New South Wales, Australia",BHS
"Batman [Batman Military Air Base], Turkey",BAL
"Batna, Algeria",BLJ
"Batom, Indonesia",BXM
"Baton Rouge, LA USA",BTR
"Batouri, Cameroon",OUR
"Batsfjord, Norway",BJF
"Battambang, Cambodia",BBM
"Batticalca, Sri Lanka",BTC
"Battle Creek, MI [W. K. Kellogg Airport], USA",BTL
"Battle Mountain, NV [Lander County Airport], USA",BAM
"Batu Licin, Indonesia",BTW
"Batumi, Abkhazia, Georgia",BUS
"Baucau, Indonesia",BCH
"Bauchi, Nigeria",BCU
"Baudette, MN [Baudette International Airport], USA",BDE
"Bauru, SP, Brazil",BAU
"Bawan, Papua New Guinea",BWJ
"Bay City, TX [Bay City Municipal Airport], USA",BBC
"Bay of Islands, New Zealand",BYO
"Bayamo, Cuba",BYM
"Bayreuth, Germany",BYU
"Baytown, TX [Baytown Airport], USA",HPY
"Beagle Bay, Western Australia, Australia",BEE
"Bealanana, Madagascar",WBE
"Bear Creek, AK [Bear Creek 3 Airport], USA",BCC
"Bearskin Lake, ON [Bearskin Lake Aerodrome], Canada",XBE
"Beatrice, NE [Beatrice Municipal Airport], USA",BIE
"Beatton River, BC, Canada",YZC
"Beatty, NV [Beatty Airport], USA",BTY
"Beaufort, SC [Beaufort County Airport], USA",BFT
"Beaumont, TX [Beaumont Municipal Airport], USA",BMT
"Beaumont/Port Arthur, TX [Jefferson County Airport], USA",BPT
"Beauvais [Tille], France",BVA
"Beaver Creek, CO, USA",ZBV
"Beaver Creek, YT [Beaver Creek Airport], Canada",YXQ
"Beaver Falls, PA [Beaver County Airport], USA",BFP
"Beaver Inlet, AK, USA",BVD
"Beaver, AK [Beaver Airport], USA",WBQ
"Bechar [Leger], Algeria",CBH
"Beckley, WV [Raleigh County Memorial Airport], USA",BKW
"Bededouro, SP, Brazil",QAU
"Bedford Downs, Western Australia, Australia",BDW
"Bedford, IN [Virgil I. Grissom Municipal Airport], USA",BFR
"Bedford, MA [Laurence G. Hanscom Field], USA",BED
"Bedourie, Queensland, Australia",BEU
"Bedwell Harbour, BC [Bedwell Harbour Water Aerodrome], Canada",YBW
"Beer Sheba (Beersheba), Israel",BEV
"Beeville, TX [Chase Field Naval Air Station], USA",NIR
"Befandriana, Madagascar",WBD
"Bega, New South Wales, Australia",QBE
"Begamganj, Bangladesh",BJP
"Beica, Ethiopia",BEI
"Beida, Libya",LAQ
"Beidah, Yemen",BYD
"Beihai, China",BHY
"Beihan, Yemen",BHN
"Beijing (Peking) [Capital], China",PEK
"Beijing (Peking), China",BJS
"Beijing [Nan Yuan Air Base], China",NAY
"Beira, Mozambique",BEW
"Beirut [International], Lebanon",BEY
"Bejaia [Soummam], Algeria",BJA
"Bekily, Madagascar",OVA
"Belaga, Sarawak, Malaysia",BLG
"Belem, PA [Vale de Caes], Brazil",BEL
"Belep, Belep Islands, New Caledonia",BMY
"Belfast, Northern Ireland [Aldergrove International], UK",BFS
"Belfast, Northern Ireland [Harbour Airport], United Kingdom",BHD
"Belfort, France",BOR
"Belgaum, India",IXG
"Belgrade (Beograd) [Surcin], Yugoslavia",BEG
"Belgrade, Yugoslavia",BJY
"Belize City [Belize City Municipal Airstrip], Belize",TZA
"Belize City [Philip S. W. Goldson Int'l Airport], Belize",BZE
"Bell Island, AK [Bell Island Hot Springs Seaplane Base], USA",KBE
"Bella Bella, BC [Denny Island Airport], Canada",ZEL
"Bella Coola, BC [Bella Coola Airport], Canada",QBC
"Bella Union, Uruguay",BUV
"Bella Yella, Liberia",BYL
"Bellaire, MI [Antrim County Airport], USA",ACB
"Bellary, India",BEP
"Bellavista, Peru",BLP
"Belle Chasse, LA, Heliport, USA",BCS
"Belle Fourche, SD [Belle Fourche Municipal Airport], USA",EFC
"Belleville, IL [Scott Air Force Base], USA",BLV
"Bellevue, WA [Taymar Heliport], USA",BVU
"Bellingham, WA [Bellingham International Airport], USA",BLI
"Bellona, Solomon Islands",BNY
"Belluno, Italy",BLX
"Belmar/Farmingdale, NJ [Allaire Airport], USA",BLM
"Belmonte, BA, Brazil",BVM
"Belmullet, Ireland",BLY
"Belo Horizonte, MG [Confins], Brazil",BHZ
"Belo Horizonte, MG, Brazil",CNF
"Belo Horizonte, MG, Brazil",PLU
"Belo, Madagascar",BMD
"Beltsy, Moldova",BZY
"Bembridge, England, United Kingdom",BBP
"Bemichi, Guyana",BCG
"Bemidji, MN [Bemidji-Beltrami County Airport], USA",BJI
"Benalla, Victoria, Australia",BLN
"Benawi, Papua New Guinea",BWP
"Benbecula, Scotland, United Kingdom",BEB
"Bengbu, China",BFU
"Benghazi [Benina], Libya",BEN
"Bengkulu, Sumatra, Indonesia",BKS
"Benguela, Angola",BUG
"Beni, Zaire",BNC
"Benin City, Nigeria",BNI
"Benjamin Constant, AM, Brazil",QAV
"Benjina, Indonesia",BJK
"Bennettsville, SC [Marlboro County Airport], USA",BTN
"Bensbach, Papua New Guinea",BSP
"Benson, England, United Kingdom",BEX
"Benson, MN [Benson Municipal Airport], USA",BBB
"Bento Goncalves, RS, Brazil",BGV
"Benton Harbor, MI [Ross Field-Twin Cities Airport], USA",BEH
"Beppu, Japan",BPU
"Bequia, St. Vincent and the Grenadines",BQU
"Berau, Indonesia",BEJ
"Berbera, Somalia",BBO
"Berberati, Central African Republic",BBT
"Berclair, TX [Goliad Naval Auxiliary Landing Field], USA",NGT
"Berdyansk, Zaporizhzhya, Ukraine",ERD
"Bereina, Papua New Guinea",BEA
"Berens River, MB [Berens River Airport], Canada",YBV
"Beresy, Ivory Coast",BBV
"Bergamo, Italy",BGY
"Bergen [Flesland], Norway",BGO
"Bergerac, France",EGC
"Berkeley, CA, USA",JBK
"Berlevag, Norway",BVG
"Berlin [Metropolitan Area], Germany",BER
"Berlin [Schoenefeld], Germany",SXF
"Berlin [Tegel], Germany",TXL
"Berlin [Tempelhof], Germany",THF
"Berlin, NH [Berlin Municipal Airport], USA",BML
"Bermejo, Bolivia",BJO
"Bermuda [Bermuda Naval Air Station], Bermuda",NWU
"Bermuda [Kindley Field], Bermuda",BDA
"Bern (Berne) [Bern-Belp], Switzerland",BRN
"Bern, Switzerland",ZDJ
"Beroroha, Madagascar",WBO
"Bertoua, Cameroon",BTA
"Beru, Kiribati",BEZ
"Besalampy, Madagascar",BPY
"Bethel, AK [Bethel Airport], USA",BET
"Bethel, AK [Bethel Seaplane Base], USA",JBT
"Bethpage, NY [Grumman-Bethpage Airport], USA",BPA
"Betoiky, Madagascar",BKU
"Betoota, Queensland, Australia",BTX
"Betou, Cameroon",BTB
"Bettles, AK [Bettles Airport], USA",BTT
"Beverley Springs, Western Australia, Australia",BVZ
"Beverly, MA [Beverly Municipal Airport], USA",BVY
"Beziers [Vias], France",BZR
"Bhadrapur, Nepal",BDP
"Bhairawa, Nepal",BWA
"Bhamo, Myanmar",BMO
"Bharatpur, Nepal",BHR
"Bhatinda, India",BUP
"Bhavnagar, India",BHU
"Bhojpur, Nepal",BHP
"Bhopal, India",BHO
"Bhubaneswar, India",BBI
"Bhuj, India",BHJ
"Biak [Frans Kaisiepo], Indonesia",BIK
"Bialla, Papua New Guinea",BAA
"Biarritz [Parme (Bayonne-Anglet)], France",BIQ
"Biaru, Papua New Guinea",BRP
"Biawonque, Gabon",BAW
"Bielefeld, Germany",BFE
"Big Bay Marina, BC, Canada",YIG
"Big Bay, BC [Big Bay Yacht Club Seaplane Base], Canada",YYA
"Big Bay, Vanuatu",GBA
"Big Bear, CA [Big Bear City Airport], USA",RBF
"Big Bell, Western Australia, Australia",BBE
"Big Creek, AK, USA",BIC
"Big Creek, Belize",BGK
"Big Lake, AK [Big Lake Airport], USA",BGQ
"Big Mountain, AK [Big Mountain Airport], USA",BMX
"Big Piney, WY [Big Piney-Marbleton Airport], USA",BPI
"Big Rapids, MI [Roben-Hood Airport], USA",WBR
"Big Spring, TX [Big Spring McMahon-Wrinkle Airport], USA",BGS
"Big Spring, TX, USA",HCA
"Big Trout Lake, ON [Big Trout Lake Airport], Canada",YTL
"Biggin Hill, England, United Kingdom",BQH
"Bikaner, India",BKB
"Bikini Atoll, Marshall Islands",BII
"Bilaspur, India",PAB
"Bilbao, Spain",BIO
"Bildudalur, Iceland",BIU
"Billiluna Station, Western Australia, Australia",BIW
"Billings, MT [Billings Logan International Airport], USA",BIL
"Billund, Denmark",BLL
"Biloxi, MS [Keesler Air Force Base], USA",BIX
"Bima, Indonesia",BMU
"Bimin, Papua New Guinea",BIZ
"Bimini (Alice Town), Bahamas",BIM
"Bimini, Bimini [North Seaplane Base], Bahamas",NSB
"Binghamton, NY USA",BGM
"Biniguni, Papua New Guinea",XBN
"Bintulu, Sarawak, Malaysia",BTU
"Bintuni, Indonesia",NTI
"Biraro, Central African Republic",IRO
"Biratnagar, Nepal",BIR
"Birch Creek, AK [Birch Creek Airport], USA",KBC
"Bird Island, Seychelles",BDI
"Birdsville, Queensland, Australia",BVI
"Birjand, Iran",XBJ
"Birmingham, AL [Birmimgham Air National Guard Airport], USA",ROE
"Birmingham, AL [Birmingham International Airport], USA",BHM
"Birmingham, England, United Kingdom",BHX
"Birni n'Konni, Niger",BKN
"Bisbee, AZ [Bisbee Municipal Airport], USA",BSQ
"Bisha, Saudi Arabia",BHH
"Bishkek (Frunze), Chuy, Kyrgyzstan",FRU
"Bisho, South Africa",BIY
"Bishop, CA [Bishop Airport], USA",BIH
"Biskra, Algeria",BSK
"Bislig, Philippines",BPH
"Bismarck, ND [Bismarck Municipal Airport], USA",BIS
"Bissau [Bissallanca], Guinea Bissau",BXO
"Bitam, Gabon",BMM
"Bitburg [Bitburg Air Base], Germany",BBJ
"Bitola, Macedonia",QBI
"Bizant, Queensland, Australia",BZP
"Black Tickle, NF [Black Tickle Aerodrome], Canada",YBI
"Blackall, Queensland, Australia",BKQ
"Blackbush, United Kingdom",BBS
"Blackpool, England [Squire's Gate Airport], United Kingdom",BLK
"Blacksburg, VA [Virginia Tech Airport], USA",BCB
"Blackstone, VA USA",BKT
"Blackwater, Queensland, Australia",BLT
"Blackwell, OK [Earl Henry Airport], USA",BWL
"Blagoveschensk, Amur, Russia",BQS
"Blaine, WA [Blaine Municipal Airport], USA",BWS
"Blairsville, PA [Jim Shearer South Airport], USA",BSI
"Blakeley Island, WA [Blakeley Island Airport], USA",BYW
"Blanc Sablon, QC, Canada",YBX
"Blanding, UT [Blanding Municipal Airport], USA",BDG
"Blantyre [Chileka], Malawi",BLZ
"Blenheim [Woodbourne Air Station], New Zealand",BHE
"Block Island, RI [Block Island State Airport], USA",BID
"Bloemfontein [J.B.M. Hertzog], South Africa",BFN
"Blonduos [Hjaltabakki], Iceland",BLO
"Bloodvein River, MB, Canada",YDV
"Bloomfield, Queensland, Australia",BFC
"Bloomington, IL [Bloomington/Normal Airport], USA",BMI
"Bloomington, IN [Monroe County Airport], USA",BMG
"Blubber Bay, BC, Canada",XBB
"Blue Bell, PA [Wings Field], USA",BBX
"Blue Fox Bay, AK, USA",BFB
"Blue Lagoon, Fiji",BXL
"Bluefield, WV [Mercer County Airport], USA",BLF
"Bluefields, Nicaragua",BEF
"Blumenau, SC, Brazil",BNU
"Blythe, CA [Blythe Airport], USA",BLH
"Blytheville, AR [Blytheville Municipal Airport], USA",HKA
"Blytheville, AR [Eaker Air Force Base], USA",BYH
"Bo, Sierra Leone",KBS
"Boa Vista, RR, Brazil",BVB
"Boana, Papua New Guinea",BNV
"Boang, Papua New Guinea",BOV
"Boavista, Boavista, Cape Verde",BVC
"Bob Quinn Lake, Canada",YBO
"Bobo/Dioulasso, Burkina Faso",BOY
"Boca do Acre, AM, Brazil",BCR
"Boca Raton, FL [Boca Raton Airport], USA",BCT
"Bocas del Toro, Panama",BOC
"Bochum, Germany",QBO
"Bodinumu, Papua New Guinea",BNM
"Bodo, Norway",BOO
"Boeblingen, Germany",PHM
"Boende, Zaire",BNB
"Bogalusa, LA [George R. Carr Memorial Air Field], USA",BXA
"Bogande, Burkina Faso",XBG
"Boghe, Mauritania",BGH
"Bogota [Eldorado], Colombia",BOG
"Bogra, Bangladesh",BGG
"Boigu Island, Queensland, Australia",GIC
"Boise, ID [Boise Air Terminal (Gowen Field)], USA",BOI
"Boke, Guinea",BKJ
"Bokondini, Indonesia",BUI
"Bokoro, Chad",BKR
"Boku, Papua New Guinea",BOQ
"Bol, Chad",OTC
"Bol, Croatia",BWK
"Bolaang, Indonesia",BJG
"Bollon, Queensland, Australia",BLS
"Bologna [Giuseppe Marconi (Borgo Panigale)], Italy",BLQ
"Bolovip, Papua New Guinea",BVP
"Bolwarra, Queensland, Australia",BCK
"Bolzano (Bozen), Italy",BZO
"Bolzano (Bozen), Italy",ZBN
"Bom Jesus da Lapa, BA, Brazil",LAZ
"Boma, Zaire",BOA
"Bomai, Papua New Guinea",BMH
"Bombay [Sahar (Santa Cruz) International Airport], India",BOM
"Bonaire (Kralendijk) [Flamingo Airport], Netherlands Antilles",BON
"Bonanza, Nicaragua",BZA
"Bonaventure, QC [Bonaventure Airport], Canada",YVB
"Bondoukou, Ivory Coast",BDK
"Bongo, Gabon",BGP
"Bongor, Chad",OGR
"Bonn [Wahn], Germany",BNJ
"Bonnyville, AB [Bonnyville Airport], Canada",YBY
"Bontang, Indonesia",BXT
"Bonthe, Sierra Leone",BTE
"Boone, IA [Boone Municipal Airport], USA",BNW
"Booneville, MS [Booneville/Baldwyn Airport], USA",WDQ
"Boque, Gabon",BGB
"Bora Bora, Society Islands, French Polynesia",BOB
"Borba, Brazil",RBB
"Bordeaux [Merignac], France",BOD
"Borden, ON [Borden Airport], Canada",YBN
"Bordj Badji Mokhtar, Algeria",BMW
"Borgarfjordur, Iceland",BGJ
"Borger, TX [Hutchinson County Airport], USA",BGD
"Boridi, Papua New Guinea",BPB
"Borkum, Germany",BMK
"Borlange [Borlange Air Base], Sweden",BLE
"Bornite, AK, USA",RLU
"Borotou, Venezuela",BRZ
"Borrego Springs, CA [Borrego Valley Airport], USA",BXS
"Borroloola, Northern Territory, Australia",BOX
"Bossangoa, Central African Republic",BSN
"Bossaso, Somalia",BSA
"Bossembele, Central African Republic",BEM
"Bosset, Papua New Guinea",BSV
"Bossier City, LA [Barksdale Air Force Base], USA",BAD
"Bost, Afghanistan",BST
"Boston, MA [Boston City Heliport], USA",JBC
"Boston, MA [Logan International Airport], USA",BOS
"Boswell Bay, AK [Boswell Bay Airport], USA",BSW
"Botopasie, Suriname",BTO
"Botucatu, SP, Brazil",QCJ
"Bou Saada, Algeria",BUJ
"Bouake, Ivory Coast",BYK
"Bouar, Central African Republic",BOP
"Bouca, Central African Republic",BCF
"Boulder City, NV [Boulder City Municipal Airport], USA",BLD
"Boulder, CO [Boulder Municipal Airport], USA",WBU
"Boulia, Queensland, Australia",BQL
"Boulsa, Burkina Faso",XBO
"Bouna, Ivory Coast",BQO
"Boundary, AK [Boundary Airport], USA",BYA
"Boundiali, Ivory Coast",BXI
"Boundji, Congo",BOE
"Bountiful, UT [Skypark], USA",BTF
"Bourg St. Maurice, France",QBM
"Bourges, France",BOU
"Bourke, New South Wales, Australia",BRK
"Bournemouth, England, United Kingdom",BOH
"Bousso, Chad",OUT
"Boutilimit, Mauritania",OTL
"Bowen, Queensland, Australia",ZBO
"Bowling Green, KY USA",BWG
"Bowling Green/Fort A. P. Hill, VA USA",APH
"Bowman, ND [Bowman Municipal Airport], USA",BWM
"Boxborough, MA, USA",BXC
"Boyne Falls, MI [Boyne Mountain Airport], USA",BFA
"Bozeman, MT [Gallatin Field], USA",BZN
"Bozoum, Central African Republic",BOZ
"Brack, Libya",QBF
"Bradford, England, United Kingdom",BRF
"Bradford, IL [Rinkenberger RLA], USA",BDF
"Bradford, PA [Bradford Regional Airport], USA",BFD
"Brady, TX [Curtis Field], USA",BBD
"Braga, Portugal",BGZ
"Braganca, PA, Brazil",BCZ
"Braganca, Portugal",BGC
"Brahman, Papua New Guinea",BRH
"Brainerd, MN USA",BRD
"Braintree, England [wethersfield RAF Station], United Kingdom",WXF
"Brampton Island, Queensland, Australia",BMP
"Brandon, MB [Brandon Airport], Canada",YBR
"Brandon, United Kingdom",LKZ
"Branson, MO [Table Rock Heliport], USA",ZBX
"Brantford, ON [Brantford Airport], Canada",YFD
"Brasilia, DF [Internacional], Brazil",BSB
"Bratislava [Bratislava Bus Station], Slovakia",ZRG
"Bratislava [Ivanka Airport], Slovakia",BTS
"Bratsk, Irkutsk, Russia",BTK
"Braunschweig, Germany",BWE
"Brawley, CA [Brawley Municipal Airport], USA",BWC
"Brazoria, TX [Eagle Air Park], USA",BZT
"Brazzaville [Maya Maya], Congo",BZV
"Breckenridge, CO [Breckenridge Airport], USA",QKB
"Breckenridge, TX [Stephens County Airport], USA",BKD
"Breiddalsvik [Breidhdalur], Iceland",BXV
"Bremen [Lemwerder (DASA Plant)], Germany",XLW
"Bremen [Nieuenland], Germany",BRE
"Bremerhaven, Germany",BRV
"Bremerton, WA [Bremerton National Airport], USA",PWT
"Brescia, Italy",QBS
"Brest [Guipavas], France",BES
"Brest, Brest, Belarus",BQT
"Breves, PA, Brazil",BVS
"Brevig Mission, AK [Brevig Mission Airport], USA",KTS
"Brevoort, NT [Brevoort Airport], Canada",XAS
"Brewarrina, New South Wales, Australia",BWQ
"Brezhnev, Russia",BZH
"Bria, Central African Republic",BIV
"Bridgeport, CT [Igor I. Sikorsky Memorial Airport], USA",BDR
"Bridgewater, VA [Bridgewater Air Park], USA",VBW
"Brigham City, UT [Brigham City Airport], USA",BMC
"Bright, Victoria, Australia",BRJ
"Brighton Downs, Queensland, Australia",BHT
"Brighton, England, United Kingdom",BSH
"Brindisi [Casale], Italy",BDS
"Brisbane, Queensland [International], Australia",BNE
"Bristol, England [Lulsgate], United Kingdom",BRS
"Britton, SD [Britton Municipal Airport], USA",TTO
"Brive-La-Gaillarde, France",BVE
"Brno, Czech Republic",BRQ
"Broadus, MT [Broadus Airport], USA",BDX
"Broadview, SK, Canada",YDR
"Brochet, MB [Brochet Airport], Canada",YBT
"Brockville, ON [Brockville Aerodrome], Canada",XBR
"Broken Bow, NE [Broken Bow Municipal Airport], USA",BBW
"Broken Hill, New South Wales, Australia",BHQ
"Bromont, QC [Bromont Airport], Canada",ZBM
"Bronnoysund (Broennoeysund) [Bronnoy], Norway",BNN
"Bronson Creek, BC [Bronson Creek Aerodrome], Canada",YBM
"Brookings, OR [Brookings State Airport], USA",BOK
"Brookings, SD [Brookings Municipal Airport], USA",BKX
"Brooks Camp (Katmai National Park), AK USA",BKF
"Brooks Lodge (Katmai National Park), AK USA",RBH
"Brooksville, FL [Hernando County Airport], USA",BKV
"Broome, Western Australia, Australia",BME
"Broughton Island, NT [Broughton Island Airport], Canada",YVM
"Brownsville, TX USA",BRO
"Brownwood, TX [Brownwood Municipal Airport], USA",BWD
"Bruggen, Germany",BGN
"Brumado, BA, Brazil",BMS
"Brunette Downs, Northern Territory, Australia",BTD
"Brunswick, GA [Glynco Jetport], USA",BQK
"Brunswick, GA [Glynco Naval Air Station], USA",NEA
"Brunswick, GA [Malcolm McKinnon Airport], USA",SSI
"Brunswick, ME [Brunswick Naval Air Station], USA",NHZ
"Brus Laguna, Honduras",BHG
"Brusque, SC, Brazil",QAB
"Brussels (Bruxelles) [National/Zaventem], Belgium",BRU
"Bryan, TX [Coulter Field], USA",CFD
"Bryansk, Bryansk, Russia",BZK
"Bryce Canyon, UT [Bryce Canyon Airport], USA",BCE
"Bua, Fiji",BVF
"Bubaque, Guinea Bissau",BQE
"Bucaramanga [Palonegro], Colombia",BGA
"Buchanan, Liberia",UCN
"Buchans, NF, Canada",YZM
"Bucharest [Baneasa], Romania",BBU
"Bucharest [Metropolitan Area], Romania",BUH
"Bucharest [Otopeni], Romania",OTP
"Buckeye, AZ [Buckeye Municipal Airport], USA",BXK
"Buckland, AK [Buckland Airport], USA",BKC
"Budapest [Ferihegyi], Hungary",BUD
"Budardalur, Iceland",BQD
"Budva, Yugoslavia",QBA
"Buenaventura, Colombia",BUN
"Buenos Aires [Aeroparque Jorge Newbery], Argentina",AEP
"Buenos Aires [Metropolitan Area], Argentina",BUE
"Buenos Aires, Argentina",EZE
"Buenos Aires, Costa Rica",BAI
"Buffalo Narrows, SK [Buffalo Narrows Airport], Canada",YVT
"Buffalo Range [Chiredzi], Zimbabwe",BFO
"Buffalo, NY [Greater Buffalo International Airport], USA",BUF
"Buffalo, WY [Johnson County Airport], USA",BYG
"Bugulma, Tatarstan, Russia",UUA
"Buin, Papua New Guinea",UBI
"Bujumbura [International], Burundi",BJM
"Buka, Papua New Guinea",BUA
"Bukavu [Kuvumu], Zaire",BKY
"Bukhoro (Bukhara), Bukhara, Uzbekhistan",BHK
"Bukoba, Tanzania",BKZ
"Bulawayo, Zimbabwe",BUQ
"Bulchi, Ethiopia",BCY
"Bulimba, Queensland, Australia",BIP
"Bull Harbour, BC [Bull Harbour Water Aerodrome], Canada",YBH
"Bullfrog Basin (Glen Canyon NRA), UT USA",BFG
"Bullhead City, AZ [Laughlin/Bullhead City Airport], USA",BHC
"Bulolo, Papua New Guinea",BUL
"Bumba, Zaire",BMB
"Bunbury, Western Australia, Australia",BUY
"Bundaberg, Queensland, Australia",BDB
"Bundi, Papua New Guinea",BNT
"Bunia, Zaire",BUX
"Buno Bedelle, Ethiopia",XBL
"Bunyu, Indonesia",BYQ
"Buol, New Guinea, Indonesia",UOL
"Buraimi, Oman",RMB
"Burao, Somalia",BUO
"Burbank, CA [Burbank-Glendale-Pasadena Airport], USA",BUR
"Bureta, Fiji",LEV
"Burgas (Bourgas), Bulgaria",BOJ
"Burketown, Queensland, Australia",BUC
"Burley, ID [Burley Municipal Airport], USA",BYI
"Burlington, IA [Burlington Municipal Airport], USA",BRL
"Burlington, KS [Coffey County Airport], USA",UKL
"Burlington, MA [Burlington Municipal Airport], USA",BBF
"Burlington, ON [Burlington Airpark], Canada",ZBA
